id,title,ingredients,directions,link,source,NER,site,cuisine_id
81333,Layered Salad,"[""1 head iceberg lettuce, sliced"", ""3 to 4 green onions, chopped"", ""8 or more stalks of celery, chopped"", ""1 can water chestnuts, chopped"", ""1 bag frozen peas"", ""1 c. fresh shredded parmesan cheese"", ""Bacon bits""]","[""Layer a deep casserole dish starting with lettuce, then green onions, then celery, then water chestnuts, and finally peas. Spread dressing over top layer. Sprinkle parmesan over dressing. Garnish with bacon bits.""]",www.cookbooks.com/Recipe-Details.aspx?id=81333,Gathered,"[""bacon"", ""green onions"", ""water chestnuts"", ""parmesan cheese"", ""celery"", ""frozen peas""]",www.cookbooks.com,3
83300,Green Bean Casserole,"[""1/2 c. butter"", ""1/4 c. flour"", ""1 1/2 c. milk"", ""1 3 oz. can mushroom"", ""3/4 c. cheese (velveeta)"", ""1/4 tsp. tabasco sauce"", ""2 tsp. soy sauce"", ""1/3 c. onions"", ""1 tsp. salt"", ""dash of pepper"", ""1 tsp. accent seasonings"", ""2 cans of green beans"", ""1 can of water chestnuts""]","[""Melt butter and flour, then slowly add milk, cheese, tabasco, soy sauce and rest of seasonings until thick. Layer beans, mushrooms and water chestnuts in a greased 9x13 pan. Pour cheese mixture on top. Sprinkle sliced almonds on top if desired. Bake 350 degrees for one hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=83300,Gathered,"[""pepper"", ""soy sauce"", ""tabasco sauce"", ""water"", ""flour"", ""mushroom"", ""cheese"", ""onions"", ""green beans"", ""milk"", ""accent seasonings"", ""butter"", ""salt""]",www.cookbooks.com,2
86548,Hash Brown Casserole,"[""2 cans (10 oz.) condensed cream of potato soup"", ""1 c. (8 oz.) sour cream"", ""1/2 tsp. garlic salt"", ""1 (2 lb.) pkg. hash browns (frozen)"", ""2 c. shredded cheese"", ""1/2 c. grated Parmesan""]","[""In a large bowl, combine the soup, sour cream and garlic salt."", ""Add potatoes and cheese; mix well. Pour into a greased 13 x 9 pan. Top with Parmesan cheese. Bake uncovered at 350\u00b0 for 55 to 60 minutes or until potatoes are tender.""]",www.cookbooks.com/Recipe-Details.aspx?id=86548,Gathered,"[""sour cream"", ""condensed cream"", ""garlic salt"", ""shredded cheese"", ""parmesan"", ""hash browns""]",www.cookbooks.com,3
93430,Taco Salad,"[""2 qt. romaine or iceberg lettuce, washed, dried and broken up"", ""1 c. diced green pepper"", ""1/2 medium cucumber, sliced"", ""1 medium tomato, sliced into thin wedges, or 15 cherry tomatoes, halved"", ""1/2 c. diced sweet red onion"", ""1/2 ripe avocado, peeled, seeded and cut into small chunks"", ""1/2 c. cilantro, chopped (optional)"", ""1 (4 oz.) can sliced black olives, drained (optional)"", ""2/3 c. salsa plus additional (for topping)"", ""1/2 c. Ranch dressing"", ""1 batch Chicken or Beef Taco Filling"", ""1 c. shredded Cheddar or Monterey Jack cheese"", ""sour cream""]","[""Put the lettuce, pepper, cucumber, tomato, onion, avocado, cilantro (if using) and olives (if using) in a large salad bowl. Stir together the 2/3 cup of salsa and the Ranch dressing; pour it over the salad and toss. Divide the salad between the serving plates and top each one with the taco filling and shredded cheese. Put the salsa and sour cream on the table, so folks can add their own. Yield: 6 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=93430,Gathered,"[""tomato"", ""sour cream"", ""salsa plus additional"", ""dressing"", ""cilantro"", ""black olives"", ""sweet red onion"", ""cheese"", ""cucumber"", ""batch chicken"", ""green pepper"", ""avocado""]",www.cookbooks.com,1
95299,Lemon Curry Deviled Eggs,"[""16 hard boiled eggs"", ""1/3 to 1/2 c. sour cream"", ""2 Tbsp. lemon juice"", ""1/2 tsp. salt"", ""1/2 tsp. paprika"", ""1/2 tsp. ground mustard"", ""1/2 tsp. curry powder"", ""dash worcestershire sauce""]","[""Cut eggs in half lengthwise. Remove the yolks; set whites aside. In a bowl mash yolks. add remaining ingredients; mix well. Spoon into egg whites. Refrigerate until serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=95299,Gathered,"[""sour cream"", ""lemon juice"", ""curry powder"", ""eggs"", ""paprika"", ""ground mustard"", ""worcestershire sauce"", ""salt""]",www.cookbooks.com,4
97848,Vegetable Salad,"[""1 head cauliflower (cut up & blanched)"", ""1 medium onion (sliced)"", ""1 can green beans (drained)"", ""1 can wax beans (drained)"", ""1 can lima beans (drained)"", ""1 can kidney beans (drained & rinsed)"", ""4 sweet pickles (sliced)"", ""3 carrots (sliced & blanched)"", ""1 1/2 cups vinegar"", ""3/4 cup water"", ""1 1/2 cups sugar or splenda"", ""1 tsp. salt"", ""1/2 tsp. turmeric"", ""1/4 tsp. dry mustard""]","[""In medium saucepan bring dressing ingredients to a boil & boil for 2 minutes,"", ""stirring occasionally."", ""Combine all other ingredients (vegetables)."", ""Pour warm dressing over combined vegetables, stir together & refrigerate overnight or longer."", ""stir before serving (you may drain before serving."", ""Serves 12-18.""]",www.cookbooks.com/Recipe-Details.aspx?id=97848,Gathered,"[""kidney beans"", ""sweet pickles"", ""wax beans"", ""vinegar"", ""sugar"", ""onion"", ""water"", ""green beans"", ""carrots"", ""beans"", ""cauliflower"", ""turmeric"", ""dry mustard"", ""salt""]",www.cookbooks.com,4
98077,Pasta Salad,"[""16 oz. box pasta"", ""8 oz. bottle Wishbone Italian Dressing"", ""1 pkg. dry Good Seasons Italian mix (red label)"", ""3 Tbsp. McCormick Salad supreme"", ""1 small onion, chopped fine"", ""1 small green pepper chopped fine"", ""1 small tomato chopped""]","[""Cook pasta, drain, add other ingredients, mix together and chill.""]",www.cookbooks.com/Recipe-Details.aspx?id=98077,Gathered,"[""salad supreme"", ""bottle wishbone italian dressing"", ""tomato"", ""italian mix"", ""onion"", ""green pepper"", ""pasta""]",www.cookbooks.com,3
99558,Grilled Coriander Pepper Pork Chops,"[""2 cloves garlic, crushed"", ""1 Tbsp. crushed coriander seed"", ""1 Tbsp. coarsely ground black pepper"", ""1 Tbsp. brown sugar"", ""3 Tbsp. soy sauce"", ""4 boneless pork chops (about 1-inch thick)""]","[""Heat outdoor grill. Combine all ingredients except pork chops. Place chops in shallow dish and pour marinade over them. Marinate 30 minutes. Drain pork, discarding marinade. Grill chops over indirect medium-hot heat 12 to 15 minutes, turning once.""]",www.cookbooks.com/Recipe-Details.aspx?id=99558,Gathered,"[""soy sauce"", ""coriander seed"", ""brown sugar"", ""ground black pepper"", ""pork chops"", ""garlic""]",www.cookbooks.com,2
99925,Meatless Lasagna,"[""1 box lasagna noodles"", ""1 (32 oz.) jar thick spaghetti sauce"", ""2 c. (15 oz.) Ricotta cheese"", ""1 (16 oz.) pkg. Mozzarella cheese"", ""1/2 c. grated Parmesan cheese"", ""1 egg"", ""2 Tbsp. chopped parsley"", ""1 Tbsp. onion powder"", ""1 Tbsp. garlic powder"", ""1 tsp. salt"", ""1/4 tsp. black pepper""]","[""In a bowl, mix Ricotta cheese, egg, parsley, onion powder, pepper, garlic powder, salt and Parmesan cheese thoroughly. Pour 1 cup sauce in bottom of a 9 x 13-inch pan. Layer 3 pieces of uncooked lasagna noodles over sauce (noodles will later expand to fill empty spaces). Cover with about 1 1/2 cups sauce. Add about 1/3 of the Mozzarella slices. Spread Ricotta cheese mixture over sauce and Mozzarella cheese. Add 3 more noodles, more sauce and then the rest of the Ricotta mixture and the remaining sauce and Mozzarella cheese. Cover with aluminum foil. Bake at 350\u00b0 for 1 hour. Remove foil and bake for about 5 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=99925,Gathered,"[""egg"", ""black pepper"", ""lasagna noodles"", ""mozzarella cheese"", ""parmesan cheese"", ""onion powder"", ""garlic powder"", ""parsley"", ""ricotta cheese"", ""salt""]",www.cookbooks.com,3
99988,Browned Chicken And Salsa,"[""chicken legs, thighs, wings (2 each)"", ""Tbsp. butter, cooking oil or olive oil"", ""your favorite salsa""]","[""Use chicken legs, thighs and wings from Paul's Baked Chicken Breast. Brown in butter. Add your favorite salsa. Cover and simmer until chicken pieces are done. Do not allow salsa to break down. Simmer approximately 30 minutes. Serve over rice, pasta, potatoes or polenta. Serves 4.""]",www.cookbooks.com/Recipe-Details.aspx?id=99988,Gathered,"[""butter"", ""your favorite salsa"", ""chicken""]",www.cookbooks.com,1
100055,Pasta With Pink Vodka Sauce,"[""1 lb. penne pasta"", ""2/3 c. vodka"", ""3/4 c. heavy cream"", ""1/2 tsp. salt"", ""3/4 c. Parmesan cheese, grated"", ""5 Tbsp. unsalted butter"", ""1/4 tsp. red pepper flakes"", ""1 (16 oz.) can plum tomatoes, chopped and drained""]","[""Cook pasta until al dente; drain."", ""Melt butter over medium heat in saucepan."", ""Add vodka and pepper flakes."", ""Simmer for 2 minutes."", ""Add heavy cream and tomatoes."", ""Simmer 5 minutes longer. Sprinkle with salt."", ""Combine pasta and sauce; toss gently."", ""Stir in cheese."", ""Serve immediately.""]",www.cookbooks.com/Recipe-Details.aspx?id=100055,Gathered,"[""tomatoes"", ""penne pasta"", ""heavy cream"", ""unsalted butter"", ""parmesan cheese"", ""red pepper"", ""vodka"", ""salt""]",www.cookbooks.com,3
100130,Crepes With Ricotta And Spinach,"[""12 crepes (store bought or homemade)"", ""1 1/2 c. Ricotta cheese"", ""3/4 c. cooked chopped spinach or 1 frozen pkg. chopped spinach, thawed and squeezed dry"", ""2 or 3 Tbsp. grated Parmesan cheese"", ""salt and pepper to taste"", ""1/4 tsp. nutmeg"", ""3 cans tomato sauce"", ""fresh or dried basil""]","[""Mix together the crumbled Ricotta, spinach and Parmesan. Season with salt, pepper and nutmeg. Fill crepes with the mixture; roll up and place in a buttered ovenproof pan. Cook at 375\u00b0 for 10 minutes. Heat tomato sauce with basil (option 1 tablespoon of sugar). After baking crepes, spoon tomato, basil sauce over crepes. Elegant, inexpensive and delicious meal.""]",www.cookbooks.com/Recipe-Details.aspx?id=100130,Gathered,"[""nutmeg"", ""parmesan cheese"", ""basil"", ""chopped spinach"", ""ricotta cheese"", ""tomato sauce"", ""salt""]",www.cookbooks.com,3
100621,Taco Casserole,"[""1 lb. ground chuck"", ""1 c. chopped onion"", ""1 (1.25 oz.) pkg. taco seasoning mix"", ""1 (16 oz.) jar salsa"", ""1 (10 oz.) can Mexicorn, drained"", ""1/4 c. mayonnaise"", ""1/3 c. sour cream"", ""2 c. crushed tortilla chips, divided"", ""2 c. shredded Southwestern Blend cheese (Pepperjack, Cheddar, Monterey Jack)""]","[""Preheat oven to 350 degrees."", ""Combine ground chuck and onions in large skillet. Cook until meat is browned."", ""Drain excess grease. Add the taco seasoning, salsa, Mexicorn, mayonnaise, and sour cream."", ""Mix well and remove from heat. In a casserole dish (about 2 quart size), layer half of the meat mixture, chips and cheese. Repeat layers."", ""Bake for about 20 minutes or until bubbly.""]",www.cookbooks.com/Recipe-Details.aspx?id=100621,Gathered,"[""sour cream"", ""onion"", ""mexicorn"", ""salsa"", ""ground chuck"", ""tortilla chips"", ""taco seasoning mix"", ""mayonnaise"", ""cheese""]",www.cookbooks.com,1
101612,Potato Casserole,"[""1 stick margarine, melted"", ""1 can Cheddar cheese soup"", ""1 can cream of mushroom"", ""1 c. sour cream"", ""1/4 c. chopped onion"", ""1/4 tsp. black pepper"", ""1 bag Ore Ida O'Brien potatoes""]","[""Mix all ingredients together in bowl except potatoes, then add potatoes. Pour into casserole dish. Top with crumbled potato chips. Bake at 350\u00b0 for 1 hour or until brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=101612,Gathered,"[""ida o'brien potatoes"", ""sour cream"", ""black pepper"", ""onion"", ""margarine"", ""cheddar cheese soup"", ""cream of mushroom""]",www.cookbooks.com,5
101778,Cabbage And Peas,"[""1 small head cabbage, shredded"", ""1 c. frozen peas"", ""1 tsp. salt"", ""1/2 tsp. black pepper"", ""1 Tbsp. oil"", ""1 tsp. ginger paste (optional)"", ""1 tsp. garlic paste or 1 clove chopped garlic"", ""1/2 tsp. turmeric (optional)""]","[""In a bowl, microwave peas for 4 minutes, covered. Heat oil in a 10-inch skillet. Add ginger and garlic. Add peas and cabbage. Stir-fry on medium-low heat until crisp-tender. Add salt and black pepper. (Do not overcook when cabbage is soft.)""]",www.cookbooks.com/Recipe-Details.aspx?id=101778,Gathered,"[""oil"", ""ginger paste"", ""black pepper"", ""frozen peas"", ""head cabbage"", ""turmeric"", ""garlic"", ""salt""]",www.cookbooks.com,4
109592,Taco Salad Dip,"[""8 oz. sour cream"", ""8 oz. cream cheese"", ""10 oz. chunky salsa"", ""1 1/2 lb. ground beef, browned, drained and cooled"", ""1 small onion"", ""2 c. shredded lettuce"", ""2 diced tomatoes"", ""10 oz. shredded Cheddar cheese"", ""1 small can black olives, chopped (optional)"", ""1/2 c. sliced jalapeno peppers (optional)""]","[""Mix together sour cream and cream cheese and spread on pizza pan."", ""Spread on salsa and crumble on ground beef."", ""Next, sprinkle onion."", ""Add lettuce, tomatoes and cheese."", ""Top with black olives and jalapeno peppers."", ""Serve with tortilla chips.""]",www.cookbooks.com/Recipe-Details.aspx?id=109592,Gathered,"[""sour cream"", ""tomatoes"", ""shredded lettuce"", ""cheddar cheese"", ""onion"", ""cream cheese"", ""black olives"", ""jalapeno peppers"", ""ground beef"", ""chunky salsa""]",www.cookbooks.com,1
110917,Virgina'S Easy Bake Lasagna,"[""1 lb. ground beef"", ""1 1/2 c. water"", ""3 c. Mozzarella"", ""2 eggs"", ""1/4 tsp. pepper"", ""32 oz. spaghetti sauce"", ""2 c. cottage cheese"", ""1/2 c. grated Parmesan cheese"", ""1 tsp. salt""]","[""Brown meat and drain. Add sauce and water and simmer 10 minutes. Combine rest of ingredients in separate bowl and mix well. In large pan, layer as follows: 1 cup meat sauce on bottom, layer of lasagna pasta, 1 1/2 cups of meat"", ""sauce, 1/2 cup cheese mix, lasagna pasta, 1 1/2 cups meat sauce, 1/2 cheese, lasagna pasta and rest of meat sauce. Bake at 350\u00b0 for 55 to 60 minutes, covered, then 10 minutes uncovered.""]",www.cookbooks.com/Recipe-Details.aspx?id=110917,Gathered,"[""pepper"", ""mozzarella"", ""eggs"", ""parmesan cheese"", ""water"", ""cottage cheese"", ""ground beef"", ""spaghetti sauce"", ""salt""]",www.cookbooks.com,3
113139,Taco Casserole,"[""1 lb. ground beef"", ""1 small onion, chopped"", ""1/2 tsp. garlic powder"", ""1 envelope taco seasoning mix"", ""1 (8 oz.) can tomato sauce"", ""1 c. sour cream"", ""1 c. cottage cheese"", ""2 c. crushed tortilla chips"", ""2 c. shredded Cheddar or Monterey Jack cheese""]","[""Preheat oven to 350\u00b0."", ""In a large skillet, brown ground beef; remove from heat and drain off any excess liquid. Add onion, garlic powder, taco seasoning mix and tomato sauce; mix and set aside.""]",www.cookbooks.com/Recipe-Details.aspx?id=113139,Gathered,"[""sour cream"", ""taco"", ""onion"", ""garlic powder"", ""tortilla chips"", ""cheese"", ""cottage cheese"", ""ground beef"", ""tomato sauce""]",www.cookbooks.com,1
115547,Asparagus Crab Omelets,"[""6 fresh asparagus spears, trimmed"", ""4 eggs"", ""dash of salt and pepper"", ""1/2 c. diced plum tomatoes"", ""2 Tbsp. butter or margarine, divided"", ""1 (6 oz.) can crabmeat, drained, flaked and cartilage removed"", ""1/2 c. shredded Provolone cheese"", ""1 (10 oz.) pkg. frozen, chopped spinach, thawed and squeezed dry"", ""1/2 lb. Havarti cheese, cut into 1/2-inch cubes"", ""1/3 c. grated Parmesan cheese"", ""3 eggs"", ""2 Tbsp. milk"", ""1 tsp. garlic powder"", ""1 tsp. dried oregano"", ""1/2 tsp. black pepper"", ""1/2 tsp. ground nutmeg"", ""2 lb. medium-sized white mushrooms (about 30), stems removed and caps cleaned"", ""1/2 tsp. salt""]","[""Heat oven to 375\u00b0."", ""Put spinach, Havarti, Parmesan, eggs, milk, garlic powder, oregano, pepper and nutmeg in processor. Pulse until cheese is finely chopped."", ""(Can be made a day ahead; refrigerate, tightly covered.)""]",www.cookbooks.com/Recipe-Details.aspx?id=115547,Gathered,"[""oregano"", ""tomatoes"", ""black pepper"", ""provolone cheese"", ""eggs"", ""parmesan cheese"", ""ground nutmeg"", ""crabmeat"", ""garlic powder"", ""white mushrooms"", ""milk"", ""havarti cheese"", ""butter"", ""salt""]",www.cookbooks.com,3
120356,Zucchini Squares,"[""4 c. zucchini, shredded"", ""1 c. buttermilk baking mix"", ""1/2 c. shredded onion"", ""1/2 c. grated Parmesan cheese"", ""1 c. Mozzarella or Cheddar cheese"", ""2 Tbsp. parsley, chopped"", ""1/2 tsp. seasoned salt"", ""dash of pepper and garlic"", ""pinch of basil"", ""1/2 c. oil"", ""4 eggs, beaten""]","[""Place all ingredients in bowl and stir."", ""Don't beat."", ""Bake in a 9 x 13-inch greased pan in a 350\u00b0 oven for 45 to 50 minutes or until golden brown."", ""Thin slices of pepperoni may also be placed on top (if preferred).""]",www.cookbooks.com/Recipe-Details.aspx?id=120356,Gathered,"[""oil"", ""buttermilk baking mix"", ""pepper"", ""mozzarella"", ""eggs"", ""parmesan cheese"", ""onion"", ""basil"", ""parsley"", ""zucchini"", ""salt""]",www.cookbooks.com,3
129348,Mediterranean Chicken And Penne,"[""Nonstick cooking spray"", ""2 tsp. olive oil"", ""1/2 onion (peeled and finely diced)"", ""2 cloves garlic (minced)"", ""1 lb. boneless skinless chicken breast"", ""8 oz. penne pasta"", ""8 pitted black olives (sliced)"", ""1/4 c. chopped fresh basil"", ""1 tsp. oregano"", ""1/4 c. grated Parmesan cheese""]","[""Liberally spray large nonstick skillet with cooking spray. Add oil and heat over medium heat."", ""Add garlic and onions."", ""Heat until soft (approximately 3-4 minutes)."", ""Fill large saucepan with 2 inches of water."", ""Place chicken breast in steaming basket or stainless steal saucepan with lid."", ""Bring water to boil and steam chicken for 7 minutes."", ""Remove from heat and let set in steam until fully cooked."", ""Remove chicken from basket and let cool. When cool, cut into 1 inch chunks."", ""Meanwhile, cook penne according to packaging."", ""Drain and keep warm."", ""Add chicken chunks, olives, basil, and oregano to skillet with onions."", ""Turn to medium heat for 5 minutes."", ""In large bowl, toss chicken with hot penne pasta."", ""Sprinkle top with cheese and serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=129348,Gathered,"[""oregano"", ""penne pasta"", ""parmesan cheese"", ""onion"", ""boneless skinless chicken breast"", ""black olives"", ""nonstick cooking spray"", ""garlic"", ""fresh basil"", ""olive oil""]",www.cookbooks.com,3
129542,Southern Seafood Gumbo,"[""1 dozen green onions, diced"", ""1 tsp. filet"", ""2 chicken bouillon cubes"", ""1/2 tsp. poultry seasoning"", ""2 medium onions, diced"", ""1/2 tsp. oregano"", ""4 limbs celery, diced"", ""1/2 tsp. thyme"", ""1 lb. frozen okra or 10 fresh pods, diced"", ""1/2 tsp. nutmeg"", ""2-3 cloves garlic or 1/2 tsp garlic juice"", ""3 tbsp. soy sauce"", ""1 lemon (grate rind first, then squeeze juice)"", ""2 tbsp. vinegar"", ""1/2 tsp Tabasco sauce, optional"", ""24 oz. tomato sauce"", ""1 tbsp. dried parsley or 4-6 stems fresh"", ""1 tbsp. sugar"", ""1-2 lbs. seafood (shrimp, crab, oysters, or fish)"", ""2 quarts water""]","[""Chop green onions, onions, celery, parsley, okra, and garlic. Place in large (4 qt.) soup pan."", ""Add remaining ingredients except seafood."", ""Cook on low heat 2-3 hours."", ""Cook seafood last."", ""Serve with rice in soup bowls.""]",www.cookbooks.com/Recipe-Details.aspx?id=129542,Gathered,"[""sugar"", ""frozen okra"", ""tomato sauce"", ""soy sauce"", ""nutmeg"", ""filet"", ""celery"", ""water"", ""vinegar"", ""green onions"", ""tabasco sauce"", ""poultry seasoning"", ""thyme"", ""onions"", ""chicken bouillon cubes"", ""lemon"", ""oregano"", ""parsley"", ""garlic"", ""seafood""]",www.cookbooks.com,2
130210,Chinese Hamburger,"[""1 lb. hamburger"", ""2 Tbsp. oil"", ""1 onion, chopped"", ""1 celery rib, chopped"", ""1 c. cooked rice"", ""1 can cream of mushroom soup"", ""1 can cream of chicken soup"", ""1 1/2 c. warm water"", ""1/4 c. soy sauce"", ""1/4 tsp. pepper"", ""1 can chow mein noodles""]","[""Brown hamburger. Add onion and celery until transparent; drain. Add soups, water, rice, soy sauce and pepper. Transfer to a casserole dish. Bake at 350\u00b0 for 20 minutes. Top with chow mein noodles and cook for 10 minutes more.""]",www.cookbooks.com/Recipe-Details.aspx?id=130210,Gathered,"[""oil"", ""cream of chicken soup"", ""pepper"", ""soy sauce"", ""noodles"", ""cream of mushroom soup"", ""onion"", ""water"", ""celery"", ""rice"", ""hamburger""]",www.cookbooks.com,2
